region,province,city_municipality,barangay,reg_code,prv_code,mun_code,bgy_code,geocode
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,PUTAT,04,010,19,042,0401019042
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,REPARO,04,010,19,044,0401019044
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,TALANGAN,04,010,19,045,0401019045
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,TUMALIM,04,010,19,046,0401019046
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,UTOD,04,010,19,047,0401019047
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,WAWA,04,010,19,048,0401019048
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,BARANGAY 1 (POB.),04,010,19,049,0401019049
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,BANABA,04,010,20,001,0401020001
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,BANAYBANAY,04,010,20,002,0401020002
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,BAWI,04,010,20,014,0401020014
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,BUKAL,04,010,20,015,0401020015
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,CASTILLO,04,010,20,016,0401020016
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,CAWONGAN,04,010,20,017,0401020017
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,MANGGAS,04,010,20,018,0401020018
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,MAUGAT EAST,04,010,20,019,0401020019
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,MAUGAT WEST,04,010,20,020,0401020020
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,PANSOL,04,010,20,021,0401020021
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,PAYAPA,04,010,20,022,0401020022
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,POBLACION,04,010,20,023,0401020023
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,QUILO-QUILO NORTH,04,010,20,024,0401020024
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,QUILO-QUILO SOUTH,04,010,20,025,0401020025
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,SAN FELIPE,04,010,20,026,0401020026
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,SAN MIGUEL,04,010,20,027,0401020027
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,TAMAK,04,010,20,028,0401020028
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,TANGOB,04,010,20,029,0401020029
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,ALUPAY,04,010,21,001,0401021001
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,ANTIPOLO,04,010,21,002,0401021002
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BAGONG POOK,04,010,21,003,0401021003
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BALIBAGO,04,010,21,004,0401021004
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BAYAWANG,04,010,21,005,0401021005
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BAYBAYIN,04,010,21,006,0401021006
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BULIHAN,04,010,21,007,0401021007
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,CAHIGAM,04,010,21,008,0401021008
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,CALANTAS,04,010,21,009,0401021009
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,COLONGAN,04,010,21,010,0401021010
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,ITLUGAN,04,010,21,011,0401021011
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,LUMBANGAN,04,010,21,012,0401021012
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MAALAS-AS,04,010,21,013,0401021013
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MABATO,04,010,21,014,0401021014
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MABUNGA,04,010,21,015,0401021015
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MACALAMCAM A,04,010,21,016,0401021016
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MACALAMCAM B,04,010,21,017,0401021017
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MALAYA,04,010,21,018,0401021018
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MALIGAYA,04,010,21,019,0401021019
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MARILAG,04,010,21,020,0401021020
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MASAYA,04,010,21,021,0401021021
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MATAMIS,04,010,21,022,0401021022
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MAVALOR,04,010,21,023,0401021023
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,MAYURO,04,010,21,024,0401021024
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,NAMUCO,04,010,21,025,0401021025
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,NAMUNGA,04,010,21,026,0401021026
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,NATU,04,010,21,027,0401021027
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,NASI,04,010,21,028,0401021028
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,PALAKPAK,04,010,21,029,0401021029
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,PINAGSIBAAN,04,010,21,030,0401021030
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BARANGAY A (POB.),04,010,21,031,0401021031
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BARANGAY B (POB.),04,010,21,032,0401021032
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BARANGAY C (POB.),04,010,21,033,0401021033
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BARANGAY D (POB.),04,010,21,034,0401021034
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,BARANGAY E (POB.),04,010,21,035,0401021035
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,PUTINGKAHOY,04,010,21,036,0401021036
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,QUILIB,04,010,21,037,0401021037
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SALAO,04,010,21,038,0401021038
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SAN CARLOS,04,010,21,039,0401021039
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SAN IGNACIO,04,010,21,040,0401021040
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SAN ISIDRO,04,010,21,041,0401021041
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SAN JOSE,04,010,21,042,0401021042
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SAN ROQUE,04,010,21,043,0401021043
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,SANTA CRUZ,04,010,21,044,0401021044
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,TIMBUGAN,04,010,21,045,0401021045
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,TIQUIWAN,04,010,21,046,0401021046
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,LEVISTE,04,010,21,047,0401021047
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,TULOS,04,010,21,048,0401021048
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,AGUILA,04,010,22,001,0401022001
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,ANUS,04,010,22,002,0401022002
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,AYA,04,010,22,003,0401022003
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BAGONG POOK,04,010,22,004,0401022004
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BALAGTASIN,04,010,22,005,0401022005
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BALAGTASIN I,04,010,22,006,0401022006
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BANAYBANAY I,04,010,22,007,0401022007
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BANAYBANAY II,04,010,22,008,0401022008
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BIGAIN I,04,010,22,009,0401022009
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BIGAIN II,04,010,22,010,0401022010
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,CALANSAYAN,04,010,22,011,0401022011
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,DAGATAN,04,010,22,012,0401022012
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,DON LUIS,04,010,22,013,0401022013
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,GALAMAY-AMO,04,010,22,014,0401022014
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,LALAYAT,04,010,22,015,0401022015
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,LAPOLAPO I,04,010,22,016,0401022016
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,LAPOLAPO II,04,010,22,017,0401022017
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,LEPUTE,04,010,22,018,0401022018
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,LUMIL,04,010,22,019,0401022019
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,NATUNUAN,04,010,22,020,0401022020
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,PALANCA,04,010,22,021,0401022021
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,PINAGTUNG-ULAN,04,010,22,022,0401022022
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,POBLACION BARANGAY I,04,010,22,023,0401022023
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,POBLACION BARANGAY II,04,010,22,024,0401022024
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,POBLACION BARANGAY III,04,010,22,025,0401022025
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,POBLACION BARANGAY IV,04,010,22,026,0401022026
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,SABANG,04,010,22,027,0401022027
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,SALABAN,04,010,22,028,0401022028
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,SANTO CRISTO,04,010,22,029,0401022029
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,MOJON-TAMPOY,04,010,22,030,0401022030
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,TAYSAN,04,010,22,031,0401022031
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,TUGTUG,04,010,22,032,0401022032
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,BIGAIN SOUTH,04,010,22,033,0401022033
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,ABUNG,04,010,23,001,0401023001
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,BALAGBAG,04,010,23,002,0401023002
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,BARUALTE,04,010,23,003,0401023003
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,BATAAN,04,010,23,004,0401023004
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,BUHAY NA SAPA,04,010,23,005,0401023005
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,BULSA,04,010,23,006,0401023006
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,CALICANTO,04,010,23,007,0401023007
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,CALITCALIT,04,010,23,008,0401023008
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,CALUBCUB I,04,010,23,009,0401023009
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,CALUBCUB II,04,010,23,010,0401023010
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,CATMON,04,010,23,011,0401023011
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,COLOCONTO,04,010,23,012,0401023012
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,ESCRIBANO,04,010,23,013,0401023013
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,HUGOM,04,010,23,014,0401023014
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,IMELDA,04,010,23,015,0401023015
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,JANAOJANAO,04,010,23,016,0401023016
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,LAIYA-IBABAO,04,010,23,017,0401023017
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,LAIYA-APLAYA,04,010,23,018,0401023018
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,LIBATO,04,010,23,019,0401023019
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,LIPAHAN,04,010,23,020,0401023020
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,MABALANOY,04,010,23,021,0401023021
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,NAGSAULAY,04,010,23,022,0401023022
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,MARAYKIT,04,010,23,023,0401023023
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,MUZON,04,010,23,024,0401023024
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PALAHANAN I,04,010,23,025,0401023025
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PALAHANAN II,04,010,23,026,0401023026
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PALINGOWAK,04,010,23,027,0401023027
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PINAGBAYANAN,04,010,23,028,0401023028
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,POBLACION,04,010,23,029,0401023029
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,POCTOL,04,010,23,030,0401023030
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PULANGBATO,04,010,23,031,0401023031
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PUTINGBUHANGIN,04,010,23,032,0401023032
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,QUIPOT,04,010,23,033,0401023033
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,SAMPIRO,04,010,23,034,0401023034
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,SAPANGAN,04,010,23,035,0401023035
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,SICO I,04,010,23,036,0401023036
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,SICO II,04,010,23,037,0401023037
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,SUBUKIN,04,010,23,038,0401023038
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,TALAHIBAN I,04,010,23,039,0401023039
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,TALAHIBAN II,04,010,23,040,0401023040
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,TICALAN,04,010,23,041,0401023041
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,TIPAZ,04,010,23,042,0401023042
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,ABIACAO,04,010,24,001,0401024001
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BAGONG TUBIG,04,010,24,002,0401024002
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BALAGTASIN,04,010,24,003,0401024003
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BALITE,04,010,24,004,0401024004
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BANOYO,04,010,24,005,0401024005
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BOBOY,04,010,24,006,0401024006
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,BONLIW,04,010,24,007,0401024007
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,CALUMPANG WEST,04,010,24,008,0401024008
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,CALUMPANG EAST,04,010,24,009,0401024009
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,DULANGAN,04,010,24,010,0401024010
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,DURUNGAO,04,010,24,011,0401024011
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,LOCLOC,04,010,24,012,0401024012
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,LUYA,04,010,24,013,0401024013
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,MAHABANG PARANG,04,010,24,014,0401024014
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,MANGGAHAN,04,010,24,015,0401024015
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,MUZON,04,010,24,016,0401024016
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,SAN ANTONIO,04,010,24,019,0401024019
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,SAN ISIDRO,04,010,24,020,0401024020
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,SAN JOSE,04,010,24,021,0401024021
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,SAN MARTIN,04,010,24,022,0401024022
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,SANTA MONICA,04,010,24,023,0401024023
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,TALIBA,04,010,24,024,0401024024
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,TALON,04,010,24,025,0401024025
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,TEJERO,04,010,24,026,0401024026
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,TUNGAL,04,010,24,027,0401024027
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,POBLACION,04,010,24,028,0401024028
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,ABELO,04,010,25,001,0401025001
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,BALETE,04,010,25,002,0401025002
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,BALUK-BALUK,04,010,25,003,0401025003
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,BANCORO,04,010,25,004,0401025004
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,BANGIN,04,010,25,005,0401025005
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,CALANGAY,04,010,25,006,0401025006
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,HIPIT,04,010,25,007,0401025007
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,MAABUD NORTH,04,010,25,009,0401025009
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,MAABUD SOUTH,04,010,25,010,0401025010
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,MUNLAWIN,04,010,25,011,0401025011
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,PANSIPIT,04,010,25,012,0401025012
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,POBLACION,04,010,25,013,0401025013
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,SANTO NIÑO,04,010,25,014,0401025014
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,SINTURISAN,04,010,25,015,0401025015
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,TAGUDTOD,04,010,25,016,0401025016
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,TALANG,04,010,25,017,0401025017
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,ALAS-AS,04,010,25,018,0401025018
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,PULANG-BATO,04,010,25,019,0401025019
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,ALALUM,04,010,26,001,0401026001
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,ANTIPOLO,04,010,26,002,0401026002
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,BALIMBING,04,010,26,003,0401026003
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,BANABA,04,010,26,004,0401026004
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,BAYANAN,04,010,26,005,0401026005
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,DANGLAYAN,04,010,26,006,0401026006
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,DEL PILAR,04,010,26,007,0401026007
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,GELERANG KAWAYAN,04,010,26,008,0401026008
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,ILAT NORTH,04,010,26,009,0401026009
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,ILAT SOUTH,04,010,26,010,0401026010
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,KAINGIN,04,010,26,011,0401026011
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,LAUREL,04,010,26,012,0401026012
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,MALAKING POOK,04,010,26,013,0401026013
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,MATAAS NA LUPA,04,010,26,014,0401026014
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,NATUNUAN NORTH,04,010,26,015,0401026015
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,NATUNUAN SOUTH,04,010,26,016,0401026016
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,PADRE CASTILLO,04,010,26,017,0401026017
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,PALSAHINGIN,04,010,26,018,0401026018
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,PILA,04,010,26,019,0401026019
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,POBLACION,04,010,26,020,0401026020
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,POOK NI BANAL,04,010,26,021,0401026021
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,POOK NI KAPITAN,04,010,26,022,0401026022
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,RESPLANDOR,04,010,26,023,0401026023
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SAMBAT,04,010,26,024,0401026024
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SAN ANTONIO,04,010,26,025,0401026025
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SAN MARIANO,04,010,26,026,0401026026
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SAN MATEO,04,010,26,027,0401026027
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SANTA ELENA,04,010,26,028,0401026028
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,SANTO NIÑO,04,010,26,029,0401026029
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,ANTIPOLO,04,010,27,001,0401027001
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,BIHIS,04,010,27,002,0401027002
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,BUROL,04,010,27,003,0401027003
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,CALAYAAN,04,010,27,004,0401027004
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,CALUMALA,04,010,27,005,0401027005
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,CUTA EAST,04,010,27,006,0401027006
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,CUTANG CAWAYAN,04,010,27,007,0401027007
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,IRUKAN,04,010,27,008,0401027008
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,PACIFICO,04,010,27,009,0401027009
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,POBLACION I,04,010,27,010,0401027010
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,SAIMSIM,04,010,27,012,0401027012
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,SAMPA,04,010,27,013,0401027013
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,SINIPIAN,04,010,27,014,0401027014
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,TAMBO IBABA,04,010,27,015,0401027015
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,TAMBO ILAYA,04,010,27,016,0401027016
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,POBLACION II,04,010,27,017,0401027017
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,POBLACION III,04,010,27,018,0401027018
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,BARANGAY I (POB.),04,010,28,001,0401028001
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,BARANGAY II (POB.),04,010,28,002,0401028002
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,BARANGAY III (POB.),04,010,28,003,0401028003
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,BARANGAY IV (POB.),04,010,28,004,0401028004
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN AGUSTIN,04,010,28,005,0401028005
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN ANTONIO,04,010,28,006,0401028006
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN BARTOLOME,04,010,28,007,0401028007
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN FELIX,04,010,28,008,0401028008
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN FERNANDO,04,010,28,009,0401028009
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN FRANCISCO,04,010,28,010,0401028010
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN ISIDRO NORTE,04,010,28,011,0401028011
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN ISIDRO SUR,04,010,28,012,0401028012
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN JOAQUIN,04,010,28,013,0401028013
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN JOSE,04,010,28,014,0401028014
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN JUAN,04,010,28,015,0401028015
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN LUIS,04,010,28,016,0401028016
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN MIGUEL,04,010,28,017,0401028017
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN PABLO,04,010,28,018,0401028018
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN PEDRO,04,010,28,019,0401028019
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN RAFAEL,04,010,28,020,0401028020
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN ROQUE,04,010,28,021,0401028021
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SAN VICENTE,04,010,28,022,0401028022
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA ANA,04,010,28,023,0401028023
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA ANASTACIA,04,010,28,024,0401028024
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA CLARA,04,010,28,025,0401028025
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA CRUZ,04,010,28,026,0401028026
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA ELENA,04,010,28,027,0401028027
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,SANTA MARIA,04,010,28,028,0401028028
